system:index,date,no2,.geo
20210401T060109_20210401T065016,2021-04-01,4.757341211080122E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210401T074109_20210401T083018,2021-04-01,,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210402T054609_20210402T063127,2021-04-02,,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210402T072109_20210402T080747,2021-04-02,7.060894993185041E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210402T072609_20210402T081115,2021-04-02,,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210403T070609_20210403T075245,2021-04-03,5.907313621367561E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210404T064609_20210404T073448,2021-04-04,5.63326026647653E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210405T062609_20210405T071549,2021-04-05,4.095625007195295E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210406T060609_20210406T065322,2021-04-06,4.079690640577504E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210406T061109_20210406T065616,2021-04-06,,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210407T055109_20210407T063722,2021-04-07,,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210407T073109_20210407T082022,2021-04-07,,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210408T070850_20210408T075353,2021-04-08,4.986676328082066E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210408T071350_20210408T075715,2021-04-08,,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210409T065350_20210409T074048,2021-04-09,5.385061658948383E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210410T063350_20210410T072247,2021-04-10,6.629976567088264E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210411T061350_20210411T070220,2021-04-11,6.078066704696114E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210412T055350_20210412T064121,2021-04-12,6.910135467095192E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210412T073350_20210412T082149,2021-04-12,,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210414T065653_20210414T074321,2021-04-14,6.376706261628161E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210414T070153_20210414T074450,2021-04-14,,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210415T063653_20210415T072716,2021-04-15,1.784395024100999E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210415T064153_20210415T072948,2021-04-15,2.43453007646414E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210416T062153_20210416T071016,2021-04-16,6.0863187053012385E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210417T060153_20210417T064949,2021-04-17,5.365950178406669E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210418T072303_20210418T080949,2021-04-18,5.601807850269219E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210419T070303_20210419T075115,2021-04-19,3.1981495275251384E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210419T070803_20210419T075318,2021-04-19,,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210420T064303_20210420T073356,2021-04-20,,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210420T064803_20210420T073613,2021-04-20,5.259875620114752E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210421T062803_20210421T071520,2021-04-21,7.041002164384261E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210422T060803_20210422T065547,2021-04-22,5.359419595262807E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210423T054803_20210423T063518,2021-04-23,,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210423T072803_20210423T081450,2021-04-23,,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210424T071303_20210424T080046,2021-04-24,5.55098674340679E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210425T065303_20210425T073816,2021-04-25,7.84891689395867E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210426T063303_20210426T072017,2021-04-26,6.458825794523467E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210427T061303_20210427T070124,2021-04-27,5.862031854907504E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210428T055303_20210428T064049,2021-04-28,,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210428T055803_20210428T064524,2021-04-28,3.0230758057521103E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210429T071803_20210429T080716,2021-04-29,9.210276738372412E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210430T065803_20210430T074516,2021-04-30,5.772295414861061E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210501T063803_20210501T072618,2021-05-01,6.022348474952867E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210501T064303_20210501T072922,2021-05-01,,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210502T061803_20210502T070820,2021-05-02,,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210502T062303_20210502T071016,2021-05-02,5.3716679793215255E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210503T060303_20210503T064919,2021-05-03,5.762942202424902E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210504T054303_20210504T063147,2021-05-04,,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210504T072303_20210504T081218,2021-05-04,7.127994393759305E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210505T070303_20210505T075116,2021-05-05,7.351207574691022E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210505T070803_20210505T075321,2021-05-05,,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210506T064303_20210506T073225,2021-05-06,8.542624468318802E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210506T064803_20210506T073449,2021-05-06,8.83370794822063E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210507T062803_20210507T071617,2021-05-07,5.720866312402129E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210508T060803_20210508T065921,2021-05-08,,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210509T054803_20210509T063823,2021-05-09,,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210509T072803_20210509T081458,2021-05-09,,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210510T070803_20210510T075617,2021-05-10,,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210510T071303_20210510T075854,2021-05-10,6.969078808704695E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210511T065303_20210511T073947,2021-05-11,8.936894772067253E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210512T063303_20210512T072147,2021-05-12,6.516047514070417E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210513T061303_20210513T070049,2021-05-13,6.253576878869801E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210514T055303_20210514T064051,2021-05-14,,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210514T055803_20210514T064321,2021-05-14,5.178665374525084E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210515T071803_20210515T080419,2021-05-15,5.729774978056959E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210516T065803_20210516T074818,2021-05-16,5.1889284186576375E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210517T063803_20210517T072458,2021-05-17,5.2114998492322254E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210518T061803_20210518T070525,2021-05-18,5.247468055894536E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210518T062303_20210518T071120,2021-05-18,5.2707073454308156E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210519T060028_20210519T065053,2021-05-19,3.2435455406848087E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210519T074028_20210519T082826,2021-05-19,,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210520T072151_20210520T081028,2021-05-20,4.9496319241709946E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210520T072651_20210520T081219,2021-05-20,,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210521T070151_20210521T075129,2021-05-21,5.0742655919345534E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210521T070651_20210521T075345,2021-05-21,5.155716444398202E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210522T064651_20210522T073452,2021-05-22,8.775068892298607E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210523T062651_20210523T071419,2021-05-23,4.9959965963297307E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210524T060558_20210524T065522,2021-05-24,8.111323714302551E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210524T061058_20210524T065717,2021-05-24,,"{""type"":""MultiPoint"",""coordinates"":[]}"
